GISJOIN,COUNTY,COUNTYA,TRACTA,BLKGRPA,NAME_E,AHZAE001,AHZAE002,AHZAE003,AHZAE004,AHZAE005,AHZAE006,AHZAE007,AHZAE008,AHZAE009,AHZAE010,AHZAE011,AHZAE012,AHZAE013,AHZAE014,AHZAE015,AHZAE016,AHZAE017,AHZAE018,AHZAE019,AHZAE020,AHZAE021,AH1PE001
GIS Join Match Code,County Name,County Code,Census Tract Code,Block Group Code,Estimates: Area Name,Estimates: Total,Estimates: Not Hispanic or Latino,Estimates: Not Hispanic or Latino: White alone,Estimates: Not Hispanic or Latino: Black or African American alone,Estimates: Not Hispanic or Latino: American Indian and Alaska Native alone,Estimates: Not Hispanic or Latino: Asian alone,Estimates: Not Hispanic or Latino: Native Hawaiian and Other Pacific Islander alone,Estimates: Not Hispanic or Latino: Some other race alone,Estimates: Not Hispanic or Latino: Two or more races,Estimates: Not Hispanic or Latino: Two or more races: Two races including Some other race,"Estimates: Not Hispanic or Latino: Two or more races: Two races excluding Some other race, and three or more races",Estimates: Hispanic or Latino,Estimates: Hispanic or Latino: White alone,Estimates: Hispanic or Latino: Black or African American alone,Estimates: Hispanic or Latino: American Indian and Alaska Native alone,Estimates: Hispanic or Latino: Asian alone,Estimates: Hispanic or Latino: Native Hawaiian and Other Pacific Islander alone,Estimates: Hispanic or Latino: Some other race alone,Estimates: Hispanic or Latino: Two or more races,Estimates: Hispanic or Latino: Two or more races: Two races including Some other race,"Estimates: Hispanic or Latino: Two or more races: Two races excluding Some other race, and three or more races",Estimates: Median household income in the past 12 months (in 2017 inflation-adjusted dollars)
G06000104054012,Alameda County,1,405401,2,"Block Group 2, Census Tract 4054.01, Alameda County, California",1284,853,47,441,12,294,0,18,41,0,41,431,81,0,65,0,0,265,20,0,20,35278
G06000104054013,Alameda County,1,405401,3,"Block Group 3, Census Tract 4054.01, Alameda County, California",1057,929,177,159,10,551,0,0,32,0,32,128,66,8,0,0,0,54,0,0,0,48462
G06000104054021,Alameda County,1,405402,1,"Block Group 1, Census Tract 4054.02, Alameda County, California",1880,1449,64,326,8,862,167,0,22,0,22,431,58,35,16,0,0,307,15,9,6,34565
G06000104054022,Alameda County,1,405402,2,"Block Group 2, Census Tract 4054.02, Alameda County, California",1370,1163,270,480,0,255,52,0,106,0,106,207,12,0,44,0,0,140,11,11,0,47880
G06000104055001,Alameda County,1,405500,1,"Block Group 1, Census Tract 4055, Alameda County, California",1176,1019,88,116,0,780,0,0,35,0,35,157,113,0,0,0,0,21,23,0,23,50870
G06000104055002,Alameda County,1,405500,2,"Block Group 2, Census Tract 4055, Alameda County, California",991,873,105,188,0,536,6,0,38,0,38,118,88,0,0,0,0,30,0,0,0,55081
G06000104055003,Alameda County,1,405500,3,"Block Group 3, Census Tract 4055, Alameda County, California",929,852,256,69,0,460,0,0,67,24,43,77,50,27,0,0,0,0,0,0,0,27171
G06000104055004,Alameda County,1,405500,4,"Block Group 4, Census Tract 4055, Alameda County, California",1028,904,364,185,0,275,0,0,80,22,58,124,88,0,14,0,0,0,22,4,18,91103
G06000104056001,Alameda County,1,405600,1,"Block Group 1, Census Tract 4056, Alameda County, California",774,668,127,132,0,398,0,0,11,0,11,106,40,0,0,0,0,24,42,42,0,54750
G06000104056002,Alameda County,1,405600,2,"Block Group 2, Census Tract 4056, Alameda County, California",1376,982,293,279,85,262,0,0,63,0,63,394,232,10,0,0,0,131,21,21,0,109063
G06000104056003,Alameda County,1,405600,3,"Block Group 3, Census Tract 4056, Alameda County, California",1021,752,369,61,0,215,0,9,98,33,65,269,160,0,25,0,0,73,11,0,11,44663
G06000104057001,Alameda County,1,405700,1,"Block Group 1, Census Tract 4057, Alameda County, California",1607,1508,260,866,0,286,0,32,64,4,60,99,0,0,0,0,0,91,8,0,8,46250
G06000104057002,Alameda County,1,405700,2,"Block Group 2, Census Tract 4057, Alameda County, California",1199,777,64,140,9,544,0,20,0,0,0,422,211,0,0,0,0,211,0,0,0,54815
G06000104057003,Alameda County,1,405700,3,"Block Group 3, Census Tract 4057, Alameda County, California",954,797,158,223,0,349,0,0,67,0,67,157,121,0,0,0,0,0,36,0,36,45865
G06000104058001,Alameda County,1,405800,1,"Block Group 1, Census Tract 4058, Alameda County, California",1131,658,104,158,0,389,0,7,0,0,0,473,343,0,0,0,0,82,48,27,21,
G06000104058002,Alameda County,1,405800,2,"Block Group 2, Census Tract 4058, Alameda County, California",1354,1194,205,303,0,686,0,0,0,0,0,160,65,0,0,0,0,53,42,0,42,50536
G06000104058003,Alameda County,1,405800,3,"Block Group 3, Census Tract 4058, Alameda County, California",1189,1095,189,502,0,350,25,0,29,0,29,94,9,12,6,0,0,0,67,67,0,35950
G06000104058004,Alameda County,1,405800,4,"Block Group 4, Census Tract 4058, Alameda County, California",798,696,86,78,34,493,0,0,5,0,5,102,7,0,14,0,0,81,0,0,0,35536
G06000104059011,Alameda County,1,405901,1,"Block Group 1, Census Tract 4059.01, Alameda County, California",1744,572,5,77,0,404,0,86,0,0,0,1172,441,0,139,0,0,592,0,0,0,33456
G06000104059012,Alameda County,1,405901,2,"Block Group 2, Census Tract 4059.01, Alameda County, California",1758,1238,172,277,30,730,0,0,29,29,0,520,37,0,0,0,0,474,9,9,0,50887
G06000104059013,Alameda County,1,405901,3,"Block Group 3, Census Tract 4059.01, Alameda County, California",1081,873,2,346,0,518,0,7,0,0,0,208,35,115,16,0,0,42,0,0,0,40078
G06000104059021,Alameda County,1,405902,1,"Block Group 1, Census Tract 4059.02, Alameda County, California",1536,1231,155,165,19,800,56,0,36,0,36,305,71,6,12,0,0,194,22,0,22,32105
G06000104059022,Alameda County,1,405902,2,"Block Group 2, Census Tract 4059.02, Alameda County, California",1565,1083,118,259,0,680,0,20,6,0,6,482,246,6,0,0,0,193,37,37,0,39000
G06000104060001,Alameda County,1,406000,1,"Block Group 1, Census Tract 4060, Alameda County, California",868,693,409,56,0,189,7,0,32,10,22,175,11,0,0,0,0,164,0,0,0,56875
G06000104060002,Alameda County,1,406000,2,"Block Group 2, Census Tract 4060, Alameda County, California",377,293,11,19,0,252,0,0,11,0,11,84,65,0,0,0,0,19,0,0,0,
G06000104060003,Alameda County,1,406000,3,"Block Group 3, Census Tract 4060, Alameda County, California",1939,1674,235,360,33,936,0,0,110,0,110,265,106,0,0,0,0,159,0,0,0,26422
G06000104061001,Alameda County,1,406100,1,"Block Group 1, Census Tract 4061, Alameda County, California",1052,320,64,164,0,92,0,0,0,0,0,732,359,0,0,27,0,346,0,0,0,24408
G06000104061002,Alameda County,1,406100,2,"Block Group 2, Census Tract 4061, Alameda County, California",500,156,19,0,11,100,0,0,26,0,26,344,61,0,0,0,0,282,1,0,1,
G06000104061003,Alameda County,1,406100,3,"Block Group 3, Census Tract 4061, Alameda County, California",1203,714,398,40,0,221,9,0,46,0,46,489,22,0,0,0,0,467,0,0,0,85764
G06000104061004,Alameda County,1,406100,4,"Block Group 4, Census Tract 4061, Alameda County, California",1874,723,171,278,0,209,27,0,38,0,38,1151,488,0,197,0,0,466,0,0,0,41190
G06000104062011,Alameda County,1,406201,1,"Block Group 1, Census Tract 4062.01, Alameda County, California",987,650,104,87,0,311,114,4,30,8,22,337,115,0,0,0,0,191,31,31,0,36903
G06000104062012,Alameda County,1,406201,2,"Block Group 2, Census Tract 4062.01, Alameda County, California",820,507,15,96,0,265,23,0,108,0,108,313,188,0,0,16,0,82,27,0,27,49250
G06000104062013,Alameda County,1,406201,3,"Block Group 3, Census Tract 4062.01, Alameda County, California",1924,969,143,425,6,272,0,66,57,0,57,955,154,0,0,0,0,708,93,0,93,39219
G06000104062014,Alameda County,1,406201,4,"Block Group 4, Census Tract 4062.01, Alameda County, California",668,335,52,100,8,150,0,0,25,0,25,333,198,0,0,0,0,110,25,7,18,46218
G06000104062021,Alameda County,1,406202,1,"Block Group 1, Census Tract 4062.02, Alameda County, California",888,279,84,174,0,15,0,0,6,0,6,609,254,36,56,15,0,198,50,0,50,43214
G06000104062022,Alameda County,1,406202,2,"Block Group 2, Census Tract 4062.02, Alameda County, California",1622,973,246,227,65,218,0,0,217,0,217,649,412,0,0,0,0,185,52,24,28,33350
G06000104062023,Alameda County,1,406202,3,"Block Group 3, Census Tract 4062.02, Alameda County, California",2087,575,158,151,127,139,0,0,0,0,0,1512,794,0,94,0,0,591,33,20,13,33750
G06000104063001,Alameda County,1,406300,1,"Block Group 1, Census Tract 4063, Alameda County, California",1164,605,154,59,9,363,0,0,20,0,20,559,350,0,0,0,0,209,0,0,0,31620
G06000104063002,Alameda County,1,406300,2,"Block Group 2, Census Tract 4063, Alameda County, California",1380,824,80,281,9,427,0,0,27,0,27,556,203,0,0,0,0,353,0,0,0,40286
G06000104063003,Alameda County,1,406300,3,"Block Group 3, Census Tract 4063, Alameda County, California",904,627,210,109,0,271,0,0,37,0,37,277,82,0,0,0,0,39,156,147,9,48405
G06000104063004,Alameda County,1,406300,4,"Block Group 4, Census Tract 4063, Alameda County, California",680,591,21,169,0,401,0,0,0,0,0,89,48,0,0,0,0,25,16,0,16,55179
G06000104064001,Alameda County,1,406400,1,"Block Group 1, Census Tract 4064, Alameda County, California",690,611,267,41,0,228,0,0,75,0,75,79,3,14,24,0,0,38,0,0,0,97333
G06000104064002,Alameda County,1,406400,2,"Block Group 2, Census Tract 4064, Alameda County, California",1665,1322,429,557,0,219,0,0,117,0,117,343,166,0,0,0,0,171,6,6,0,57019
G06000104065001,Alameda County,1,406500,1,"Block Group 1, Census Tract 4065, Alameda County, California",1910,1106,178,365,0,365,15,0,183,0,183,804,394,0,0,25,0,385,0,0,0,43047
G06000104065002,Alameda County,1,406500,2,"Block Group 2, Census Tract 4065, Alameda County, California",973,619,90,233,0,260,9,0,27,0,27,354,124,0,0,0,0,210,20,0,20,54946
G06000104065003,Alameda County,1,406500,3,"Block Group 3, Census Tract 4065, Alameda County, California",1947,530,0,329,0,196,0,5,0,0,0,1417,650,40,105,0,0,622,0,0,0,36023
G06000104065004,Alameda County,1,406500,4,"Block Group 4, Census Tract 4065, Alameda County, California",1401,551,124,224,0,105,0,0,98,0,98,850,67,153,0,0,0,583,47,47,0,37560
G06000104066011,Alameda County,1,406601,1,"Block Group 1, Census Tract 4066.01, Alameda County, California",1123,789,67,442,0,206,0,0,74,0,74,334,134,0,160,0,0,40,0,0,0,46290
G06000104066012,Alameda County,1,406601,2,"Block Group 2, Census Tract 4066.01, Alameda County, California",1676,1217,190,533,0,259,0,0,235,0,235,459,148,0,0,0,0,288,23,23,0,45909
G06000104066013,Alameda County,1,406601,3,"Block Group 3, Census Tract 4066.01, Alameda County, California",1946,1323,249,249,7,615,0,0,203,0,203,623,161,8,0,0,0,322,132,132,0,51250
G06000104066014,Alameda County,1,406601,4,"Block Group 4, Census Tract 4066.01, Alameda County, California",436,285,64,107,0,64,0,0,50,0,50,151,42,35,0,0,0,42,32,14,18,
G06000104066021,Alameda County,1,406602,1,"Block Group 1, Census Tract 4066.02, Alameda County, California",1251,1057,187,256,5,555,6,0,48,0,48,194,80,37,17,0,0,40,20,9,11,64732
G06000104066022,Alameda County,1,406602,2,"Block Group 2, Census Tract 4066.02, Alameda County, California",1564,983,107,209,24,602,0,0,41,0,41,581,272,25,0,0,0,271,13,13,0,40625
G06000104067001,Alameda County,1,406700,1,"Block Group 1, Census Tract 4067, Alameda County, California",1087,993,820,32,0,110,0,0,31,0,31,94,58,0,0,0,0,36,0,0,0,136688
G06000104067002,Alameda County,1,406700,2,"Block Group 2, Census Tract 4067, Alameda County, California",562,417,276,82,0,44,0,0,15,0,15,145,98,0,0,0,0,15,32,17,15,162188
G06000104067003,Alameda County,1,406700,3,"Block Group 3, Census Tract 4067, Alameda County, California",2034,1863,701,390,0,667,0,0,105,0,105,171,94,0,0,0,0,77,0,0,0,62300
G06000104067004,Alameda County,1,406700,4,"Block Group 4, Census Tract 4067, Alameda County, California",761,641,321,81,26,160,0,0,53,0,53,120,52,0,0,0,0,68,0,0,0,115065
G06000104067005,Alameda County,1,406700,5,"Block Group 5, Census Tract 4067, Alameda County, California",540,526,282,56,0,173,0,0,15,0,15,14,14,0,0,0,0,0,0,0,0,88083
G06000104068001,Alameda County,1,406800,1,"Block Group 1, Census Tract 4068, Alameda County, California",553,498,344,29,13,97,0,0,15,0,15,55,55,0,0,0,0,0,0,0,0,146157
G06000104068002,Alameda County,1,406800,2,"Block Group 2, Census Tract 4068, Alameda County, California",1058,948,305,29,0,449,0,106,59,0,59,110,84,0,0,0,0,26,0,0,0,113188
G06000104068003,Alameda County,1,406800,3,"Block Group 3, Census Tract 4068, Alameda County, California",848,724,315,66,3,270,0,0,70,0,70,124,62,0,0,0,0,61,1,0,1,80227
G06000104068004,Alameda County,1,406800,4,"Block Group 4, Census Tract 4068, Alameda County, California",1154,875,248,198,0,367,0,0,62,0,62,279,30,17,0,0,19,147,66,58,8,51146
G06000104069001,Alameda County,1,406900,1,"Block Group 1, Census Tract 4069, Alameda County, California",499,397,306,0,12,79,0,0,0,0,0,102,64,0,0,0,0,38,0,0,0,132635
G06000104069002,Alameda County,1,406900,2,"Block Group 2, Census Tract 4069, Alameda County, California",1327,1136,650,39,13,340,0,0,94,0,94,191,124,0,0,0,0,16,51,0,51,124350
G06000104069003,Alameda County,1,406900,3,"Block Group 3, Census Tract 4069, Alameda County, California",2115,1732,417,507,0,463,28,0,317,0,317,383,219,0,0,0,0,156,8,8,0,55263
G06000104070001,Alameda County,1,407000,1,"Block Group 1, Census Tract 4070, Alameda County, California",1404,1067,69,176,0,793,0,0,29,0,29,337,0,0,0,0,0,337,0,0,0,52033
G06000104070002,Alameda County,1,407000,2,"Block Group 2, Census Tract 4070, Alameda County, California",1360,1091,321,51,7,660,0,0,52,0,52,269,118,0,0,0,0,93,58,58,0,71513
G06000104070003,Alameda County,1,407000,3,"Block Group 3, Census Tract 4070, Alameda County, California",919,363,176,187,0,0,0,0,0,0,0,556,253,0,0,0,0,178,125,125,0,53667
G06000104070004,Alameda County,1,407000,4,"Block Group 4, Census Tract 4070, Alameda County, California",1379,926,78,424,0,424,0,0,0,0,0,453,195,0,0,0,0,258,0,0,0,45625
G06000104070005,Alameda County,1,407000,5,"Block Group 5, Census Tract 4070, Alameda County, California",958,613,31,100,0,274,0,0,208,0,208,345,0,0,0,0,0,342,3,3,0,
G06000104071011,Alameda County,1,407101,1,"Block Group 1, Census Tract 4071.01, Alameda County, California",1972,774,197,146,15,370,0,0,46,0,46,1198,381,46,0,0,0,771,0,0,0,51179
G06000104071012,Alameda County,1,407101,2,"Block Group 2, Census Tract 4071.01, Alameda County, California",1472,1017,176,311,0,461,0,0,69,0,69,455,199,0,0,0,0,256,0,0,0,58478
G06000104071021,Alameda County,1,407102,1,"Block Group 1, Census Tract 4071.02, Alameda County, California",1477,836,307,278,0,177,0,0,74,0,74,641,225,18,0,13,0,289,96,0,96,49948
G06000104071022,Alameda County,1,407102,2,"Block Group 2, Census Tract 4071.02, Alameda County, California",1043,460,108,174,0,128,28,0,22,0,22,583,322,0,0,0,0,261,0,0,0,48409
G06000104071023,Alameda County,1,407102,3,"Block Group 3, Census Tract 4071.02, Alameda County, California",838,422,74,60,0,141,98,0,49,0,49,416,211,0,34,0,0,159,12,12,0,58897
G06000104071024,Alameda County,1,407102,4,"Block Group 4, Census Tract 4071.02, Alameda County, California",748,500,109,140,0,212,0,0,39,0,39,248,134,0,21,0,13,79,1,1,0,50833
G06000104072001,Alameda County,1,407200,1,"Block Group 1, Census Tract 4072, Alameda County, California",1986,641,58,211,18,293,0,0,61,0,61,1345,607,8,12,18,20,670,10,0,10,32050
G06000104072002,Alameda County,1,407200,2,"Block Group 2, Census Tract 4072, Alameda County, California",1415,544,133,217,16,178,0,0,0,0,0,871,470,112,36,0,0,242,11,0,11,39327
G06000104072003,Alameda County,1,407200,3,"Block Group 3, Census Tract 4072, Alameda County, California",1017,507,198,48,0,230,0,0,31,0,31,510,330,0,0,0,0,176,4,4,0,44028
G06000104072004,Alameda County,1,407200,4,"Block Group 4, Census Tract 4072, Alameda County, California",2646,548,95,87,0,330,0,23,13,0,13,2098,618,0,86,0,0,1304,90,9,81,39342
G06000104073001,Alameda County,1,407300,1,"Block Group 1, Census Tract 4073, Alameda County, California",1382,560,53,106,0,349,6,0,46,0,46,822,503,0,0,20,0,276,23,9,14,57083
G06000104073002,Alameda County,1,407300,2,"Block Group 2, Census Tract 4073, Alameda County, California",1103,527,332,103,0,38,11,0,43,0,43,576,209,0,0,0,0,362,5,0,5,53036
G06000104074001,Alameda County,1,407400,1,"Block Group 1, Census Tract 4074, Alameda County, California",1926,934,125,471,0,222,22,0,94,0,94,992,225,19,0,8,0,660,80,67,13,54091
G06000104074002,Alameda County,1,407400,2,"Block Group 2, Census Tract 4074, Alameda County, California",1361,384,20,143,0,221,0,0,0,0,0,977,263,0,0,0,0,714,0,0,0,67344
G06000104074003,Alameda County,1,407400,3,"Block Group 3, Census Tract 4074, Alameda County, California",918,139,23,94,0,22,0,0,0,0,0,779,120,19,0,0,0,634,6,0,6,34512
G06000104075001,Alameda County,1,407500,1,"Block Group 1, Census Tract 4075, Alameda County, California",1019,356,49,173,0,9,0,0,125,0,125,663,116,0,0,0,0,547,0,0,0,38542
G06000104075002,Alameda County,1,407500,2,"Block Group 2, Census Tract 4075, Alameda County, California",2394,935,93,724,0,79,0,0,39,0,39,1459,447,0,0,0,0,953,59,59,0,23894
G06000104075003,Alameda County,1,407500,3,"Block Group 3, Census Tract 4075, Alameda County, California",949,820,130,487,0,130,0,0,73,0,73,129,0,7,44,0,0,78,0,0,0,34032
G06000104076001,Alameda County,1,407600,1,"Block Group 1, Census Tract 4076, Alameda County, California",1503,1271,332,932,0,0,0,0,7,0,7,232,0,30,0,0,0,181,21,0,21,76890
G06000104076002,Alameda County,1,407600,2,"Block Group 2, Census Tract 4076, Alameda County, California",1463,1091,127,814,0,0,0,0,150,0,150,372,218,89,0,0,0,21,44,22,22,75570
G06000104076003,Alameda County,1,407600,3,"Block Group 3, Census Tract 4076, Alameda County, California",1157,437,51,218,0,130,0,0,38,0,38,720,80,21,0,0,0,597,22,0,22,44157
G06000104076004,Alameda County,1,407600,4,"Block Group 4, Census Tract 4076, Alameda County, California",1588,1045,13,532,0,332,0,0,168,0,168,543,92,0,0,0,0,312,139,0,139,47813
G06000104076005,Alameda County,1,407600,5,"Block Group 5, Census Tract 4076, Alameda County, California",791,629,102,173,0,284,0,0,70,0,70,162,21,0,0,0,0,83,58,41,17,40455
G06000104077001,Alameda County,1,407700,1,"Block Group 1, Census Tract 4077, Alameda County, California",1301,1138,326,723,0,24,0,8,57,0,57,163,95,0,0,0,0,68,0,0,0,62639
G06000104077002,Alameda County,1,407700,2,"Block Group 2, Census Tract 4077, Alameda County, California",1050,917,186,595,0,95,8,0,33,0,33,133,62,14,0,0,0,0,57,50,7,56250
G06000104077003,Alameda County,1,407700,3,"Block Group 3, Census Tract 4077, Alameda County, California",874,680,321,293,0,56,0,0,10,0,10,194,74,16,0,0,0,66,38,0,38,144750
G06000104077004,Alameda County,1,407700,4,"Block Group 4, Census Tract 4077, Alameda County, California",1015,947,301,434,0,87,33,0,92,0,92,68,45,0,0,0,0,15,8,0,8,76064
G06000104078001,Alameda County,1,407800,1,"Block Group 1, Census Tract 4078, Alameda County, California",923,696,287,71,0,281,8,2,47,3,44,227,82,8,0,7,0,103,27,16,11,
G06000104078002,Alameda County,1,407800,2,"Block Group 2, Census Tract 4078, Alameda County, California",1120,1013,309,350,0,229,0,0,125,0,125,107,34,0,4,0,0,0,69,0,69,91833
G06000104078003,Alameda County,1,407800,3,"Block Group 3, Census Tract 4078, Alameda County, California",699,638,253,270,0,82,0,0,33,0,33,61,42,0,0,0,0,19,0,0,0,77250
G06000104079001,Alameda County,1,407900,1,"Block Group 1, Census Tract 4079, Alameda County, California",791,743,384,116,0,150,0,0,93,0,93,48,20,0,0,12,0,0,16,0,16,123750
G06000104079002,Alameda County,1,407900,2,"Block Group 2, Census Tract 4079, Alameda County, California",995,878,427,166,0,193,19,0,73,0,73,117,38,0,0,0,0,79,0,0,0,123977
G06000104079003,Alameda County,1,407900,3,"Block Group 3, Census Tract 4079, Alameda County, California",1185,997,413,164,0,258,2,42,118,0,118,188,124,0,0,0,0,23,41,25,16,106442
G06000104080001,Alameda County,1,408000,1,"Block Group 1, Census Tract 4080, Alameda County, California",743,713,517,24,0,141,0,0,31,0,31,30,20,0,0,0,0,0,10,5,5,173875
G06000104080002,Alameda County,1,408000,2,"Block Group 2, Census Tract 4080, Alameda County, California",2019,1757,874,373,15,391,6,14,84,0,84,262,114,0,0,6,0,118,24,22,2,146023
G06000104081001,Alameda County,1,408100,1,"Block Group 1, Census Tract 4081, Alameda County, California",1263,1174,965,18,0,162,0,0,29,0,29,89,19,0,0,0,0,70,0,0,0,153056
G06000104081002,Alameda County,1,408100,2,"Block Group 2, Census Tract 4081, Alameda County, California",3143,2717,831,660,38,922,0,0,266,33,233,426,170,0,0,16,0,98,142,89,53,102574
G06000104081003,Alameda County,1,408100,3,"Block Group 3, Census Tract 4081, Alameda County, California",1181,1128,459,293,0,203,0,27,146,0,146,53,0,0,0,0,0,17,36,36,0,127454
